signal,agg,signal_col,description,ret_col,lag_days,n_days,ic,ls_spread,cum_sign_ret,industry,industry_label,max_rank,horizon,horizon_label,label_obs_tweets
sig_contrarian_orig,wmean,sig_contrarian_orig_wmean,仅原创帖（非 RT）反转,ind_ret_1h,0,39,0.0793,0.004239,0.018847,ai_tech,AI / 大模型,all,1h,1小时,631
sig_rank1_momentum,wmean,sig_rank1_momentum_wmean,仅行业 #1 KOL 跟随,ind_ret_1h,0,39,0.0772,7.2e-05,-0.001678,ai_tech,AI / 大模型,all,1h,1小时,631
sig_viral_contrarian,sum,sig_viral_contrarian_sum,高互动惊喜帖才做情绪反转,ind_ret_1h,0,39,0.0732,0.003238,0.027667,ai_tech,AI / 大模型,all,1h,1小时,631
sig_rank1_momentum,sum,sig_rank1_momentum_sum,仅行业 #1 KOL 跟随,ind_ret_1h,0,39,0.0666,7.2e-05,-0.001678,ai_tech,AI / 大模型,all,1h,1小时,631
sig_surprise_contrarian,wmean,sig_surprise_contrarian_wmean,相对该 KOL 历史情绪的意外 × 反转,ind_ret_1h,0,39,0.0589,0.002836,0.018034,ai_tech,AI / 大模型,all,1h,1小时,631
sig_sentiment_delta,sum,sig_sentiment_delta_sum,情绪相对5日均值突变 × 当日影响力,ind_ret_1h,0,37,0.0545,-0.001494,-0.037499,ai_tech,AI / 大模型,all,1h,1小时,631
sig_contrarian_x_viral,wmean,sig_contrarian_x_viral_wmean,反转 × 互动惊喜度（连续加权）,ind_ret_1h,0,39,0.04,0.004282,0.027701,ai_tech,AI / 大模型,all,1h,1小时,631
sig_nlp_minus_lex,wmean,sig_nlp_minus_lex_wmean,NLP 与词典差 × 反转,ind_ret_1h,0,39,0.001,0.002943,0.006919,ai_tech,AI / 大模型,all,1h,1小时,631
sig_bear_crowd_strict,sum,sig_bear_crowd_strict_sum,严格恐慌：bear_ratio>0.5 才 bear_crowd,ind_ret_1h,0,39,-0.0168,0.000542,0.035868,ai_tech,AI / 大模型,all,1h,1小时,631
sig_attention,wmean,sig_attention_wmean,Influence × sign(Sentiment),ind_ret_1h,0,39,-0.0432,-0.003464,-0.029526,ai_tech,AI / 大模型,all,1h,1小时,631
sig_sentiment_delta_contra,sum,sig_sentiment_delta_contra_sum,情绪突变反转 × 影响力,ind_ret_1h,0,37,-0.0545,0.001494,0.037499,ai_tech,AI / 大模型,all,1h,1小时,631
sig_rank1_contrarian,sum,sig_rank1_contrarian_sum,仅行业 #1 KOL 反转,ind_ret_1h,0,39,-0.0666,-7.2e-05,0.001678,ai_tech,AI / 大模型,all,1h,1小时,631
sig_rank_weighted,wmean,sig_rank_weighted_wmean,Sentiment × Influence × Top排名权重,ind_ret_1h,0,39,-0.0734,-0.003688,-0.021333,ai_tech,AI / 大模型,all,1h,1小时,631
sig_rank1_contrarian,wmean,sig_rank1_contrarian_wmean,仅行业 #1 KOL 反转,ind_ret_1h,0,39,-0.0772,-7.2e-05,0.001678,ai_tech,AI / 大模型,all,1h,1小时,631
sig_original_post,wmean,sig_original_post_wmean,非转发帖 × Sentiment × Influence,ind_ret_1h,0,39,-0.0793,-0.004239,-0.018847,ai_tech,AI / 大模型,all,1h,1小时,631
sig_top_rank_only,wmean,sig_top_rank_only_wmean,仅行业排名前3 KOL,ind_ret_1h,0,39,-0.0923,-0.000538,-0.006324,ai_tech,AI / 大模型,all,1h,1小时,631
sig_dual_confirm_contra,wmean,sig_dual_confirm_contra_wmean,看空 + 高互动双重确认反转,ind_ret_1h,0,39,-0.0963,0.000555,0.033469,ai_tech,AI / 大模型,all,1h,1小时,631
sig_momentum,wmean,sig_momentum_wmean,跟随情绪 × 影响力（非反转）,ind_ret_1h,0,39,-0.1002,-0.003923,-0.024933,ai_tech,AI / 大模型,all,1h,1小时,631
sig_baseline,wmean,sig_baseline_wmean,Sentiment × Influence（原版）,ind_ret_1h,0,39,-0.1002,-0.003923,-0.024933,ai_tech,AI / 大模型,all,1h,1小时,631
sig_sentiment_x_likes,wmean,sig_sentiment_x_likes_wmean,Sentiment × log(1+likes),ind_ret_1h,0,39,-0.1028,-0.00222,-0.003602,ai_tech,AI / 大模型,all,1h,1小时,631
sig_bear_x_eng,wmean,sig_bear_x_eng_wmean,看空帖 × 互动惊喜 × 反转,ind_ret_1h,0,39,-0.1073,0.000463,0.04786,ai_tech,AI / 大模型,all,1h,1小时,631
sig_bear_bounce,wmean,sig_bear_bounce_wmean,仅明显看空帖反转（恐慌反弹）,ind_ret_1h,0,39,-0.1111,7.8e-05,0.055422,ai_tech,AI / 大模型,all,1h,1小时,631
sig_strong_bear_only,wmean,sig_strong_bear_only_wmean,强看空 (s<-0.2) 反转,ind_ret_1h,0,39,-0.118,0.000939,0.054399,ai_tech,AI / 大模型,all,1h,1小时,631
sig_viral_contrarian,wmean,sig_viral_contrarian_wmean,高互动惊喜帖才做情绪反转,ind_ret_1h,0,39,-0.1205,0.001507,0.027667,ai_tech,AI / 大模型,all,1h,1小时,631
sig_net_crowd_contrarian,sum,sig_net_crowd_contrarian_sum,(看空占比−看多占比) × 情绪反转,ind_ret_1h,0,39,-0.125,-0.001187,0.093048,ai_tech,AI / 大模型,all,1h,1小时,631
sig_dual_confirm_contra,sum,sig_dual_confirm_contra_sum,看空 + 高互动双重确认反转,ind_ret_1h,0,39,-0.1284,-0.000636,0.033469,ai_tech,AI / 大模型,all,1h,1小时,631
sig_bull_x_eng,wmean,sig_bull_x_eng_wmean,看多帖 × 互动惊喜（对照）,ind_ret_1h,0,39,-0.1533,-0.002425,0.046873,ai_tech,AI / 大模型,all,1h,1小时,631
sig_views_weighted,wmean,sig_views_weighted_wmean,情绪 × log(views),ind_ret_1h,0,39,-0.1698,-0.001978,-0.004433,ai_tech,AI / 大模型,all,1h,1小时,631
sig_engagement,wmean,sig_engagement_wmean,情绪 × 相对自身互动惊喜度,ind_ret_1h,0,39,-0.1727,-0.001691,-0.003602,ai_tech,AI / 大模型,all,1h,1小时,631
sig_bear_x_eng,sum,sig_bear_x_eng_sum,看空帖 × 互动惊喜 × 反转,ind_ret_1h,0,39,-0.1792,-0.002865,0.04786,ai_tech,AI / 大模型,all,1h,1小时,631
sig_attention,sum,sig_attention_sum,Influence × sign(Sentiment),ind_ret_1h,0,39,-0.1952,-0.003768,0.003839,ai_tech,AI / 大模型,all,1h,1小时,631
sig_bull_crowd,sum,sig_bull_crowd_sum,看多帖占比 × 情绪（拥挤做多，对照）,ind_ret_1h,0,39,-0.1972,-0.002661,0.052448,ai_tech,AI / 大模型,all,1h,1小时,631
sig_momentum_daily,sum,sig_momentum_daily_sum,跟随行业情绪动量（非反转）,ind_ret_1h,0,39,-0.2004,-0.004041,-0.001043,ai_tech,AI / 大模型,all,1h,1小时,631
sig_strong_bear_only,sum,sig_strong_bear_only_sum,强看空 (s<-0.2) 反转,ind_ret_1h,0,39,-0.208,-0.001144,0.054399,ai_tech,AI / 大模型,all,1h,1小时,631
sig_rank_weighted,sum,sig_rank_weighted_sum,Sentiment × Influence × Top排名权重,ind_ret_1h,0,39,-0.2119,-0.003462,-0.021333,ai_tech,AI / 大模型,all,1h,1小时,631
sig_sentiment_x_likes,sum,sig_sentiment_x_likes_sum,Sentiment × log(1+likes),ind_ret_1h,0,39,-0.2137,-0.004274,-0.009262,ai_tech,AI / 大模型,all,1h,1小时,631
sig_bear_bounce,sum,sig_bear_bounce_sum,仅明显看空帖反转（恐慌反弹）,ind_ret_1h,0,39,-0.2143,-0.002865,0.055422,ai_tech,AI / 大模型,all,1h,1小时,631
sig_bull_x_eng,sum,sig_bull_x_eng_sum,看多帖 × 互动惊喜（对照）,ind_ret_1h,0,39,-0.2153,-0.004471,0.046873,ai_tech,AI / 大模型,all,1h,1小时,631
sig_attention_raw,wmean,sig_attention_raw_wmean,纯 Influence（无情绪）,ind_ret_1h,0,39,-0.2162,-0.002579,0.084926,ai_tech,AI / 大模型,all,1h,1小时,631
sig_top_rank_only,sum,sig_top_rank_only_sum,仅行业排名前3 KOL,ind_ret_1h,0,39,-0.2185,-0.000538,-0.006324,ai_tech,AI / 大模型,all,1h,1小时,631
sig_engagement,sum,sig_engagement_sum,情绪 × 相对自身互动惊喜度,ind_ret_1h,0,39,-0.2311,-0.00287,0.008997,ai_tech,AI / 大模型,all,1h,1小时,631
sig_views_weighted,sum,sig_views_weighted_sum,情绪 × log(views),ind_ret_1h,0,39,-0.2317,-0.002927,-0.007512,ai_tech,AI / 大模型,all,1h,1小时,631
sig_original_post,sum,sig_original_post_sum,非转发帖 × Sentiment × Influence,ind_ret_1h,0,39,-0.2349,-0.00368,-0.004433,ai_tech,AI / 大模型,all,1h,1小时,631
sig_baseline,sum,sig_baseline_sum,Sentiment × Influence（原版）,ind_ret_1h,0,39,-0.2386,-0.003656,-0.010519,ai_tech,AI / 大模型,all,1h,1小时,631
sig_momentum,sum,sig_momentum_sum,跟随情绪 × 影响力（非反转）,ind_ret_1h,0,39,-0.2386,-0.003656,-0.010519,ai_tech,AI / 大模型,all,1h,1小时,631
sig_disagreement,sum,sig_disagreement_sum,sig_disagreement,ind_ret_1h,0,39,-0.2678,-0.002559,0.04066,ai_tech,AI / 大模型,all,1h,1小时,631
sig_bull_only,wmean,sig_bull_only_wmean,仅看多情绪 × Influence,ind_ret_1h,0,39,-0.2709,-0.003428,0.039154,ai_tech,AI / 大模型,all,1h,1小时,631
sig_bull_only,sum,sig_bull_only_sum,仅看多情绪 × Influence,ind_ret_1h,0,39,-0.2769,-0.004705,0.039154,ai_tech,AI / 大模型,all,1h,1小时,631
sig_attention_raw,sum,sig_attention_raw_sum,纯 Influence（无情绪）,ind_ret_1h,0,39,-0.279,-0.004381,0.084926,ai_tech,AI / 大模型,all,1h,1小时,631
sig_sentiment_delta_contra,sum,sig_sentiment_delta_contra_sum,情绪突变反转 × 影响力,ind_ret_1h,0,15,0.5399,0.005003,0.022977,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_consensus_contrarian,sum,sig_consensus_contrarian_sum,行业共识情绪反转（|均值|×影响力）,ind_ret_1h,0,15,0.451,0.000784,-0.029941,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_contrarian_top3,sum,sig_contrarian_top3_sum,仅Top3 KOL的反转信号（日频 sum）,ind_ret_1h,0,15,0.4496,-0.00091,0.003866,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_dispersion_contrarian,sum,sig_dispersion_contrarian_sum,高分歧日 × 情绪反转,ind_ret_1h,0,15,0.4459,-0.000521,-0.014055,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_imbalance_contrarian,sum,sig_imbalance_contrarian_sum,情绪方向 × 影响力反转,ind_ret_1h,0,15,0.4439,0.001589,-0.005117,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bull_fade,sum,sig_bull_fade_sum,仅明显看多帖反转（拥挤做多）,ind_ret_1h,0,15,0.4419,0.000708,-0.009439,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_strong_bull_fade,sum,sig_strong_bull_fade_sum,强看多 (s>0.2) 反转,ind_ret_1h,0,15,0.4345,0.000708,-0.009439,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_contrarian_orig,sum,sig_contrarian_orig_sum,仅原创帖（非 RT）反转,ind_ret_1h,0,15,0.4344,0.001865,-0.005352,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_post_burst_contrarian,sum,sig_post_burst_contrarian_sum,发帖密集日 × 情绪反转,ind_ret_1h,0,15,0.4334,-0.00091,-0.029941,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_contrarian,sum,sig_contrarian_sum,−Sentiment × Influence（反转）,ind_ret_1h,0,15,0.4308,-0.00091,-0.006643,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_contrarian_x_viral,sum,sig_contrarian_x_viral_sum,反转 × 互动惊喜度（连续加权）,ind_ret_1h,0,15,0.4283,0.00047,-0.006643,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_nlp_minus_lex,sum,sig_nlp_minus_lex_sum,NLP 与词典差 × 反转,ind_ret_1h,0,15,0.4277,-0.00091,-0.006643,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_viral_contrarian,sum,sig_viral_contrarian_sum,高互动惊喜帖才做情绪反转,ind_ret_1h,0,15,0.4189,0.003253,0.004082,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_extreme_contrarian,sum,sig_extreme_contrarian_sum,仅极端情绪帖（|s|≥0.2）反转,ind_ret_1h,0,15,0.3974,-0.000466,-0.019013,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_contrarian_views,sum,sig_contrarian_views_sum,反转 × log(views),ind_ret_1h,0,15,0.3947,-0.001014,-0.034325,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_surprise_contrarian,sum,sig_surprise_contrarian_sum,相对该 KOL 历史情绪的意外 × 反转,ind_ret_1h,0,15,0.3199,0.002157,-0.008086,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_unanimity_contrarian,sum,sig_unanimity_contrarian_sum,低分歧时加强反转（一致预期）,ind_ret_1h,0,15,0.2311,0.000784,-0.029941,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_kol_breadth_contrarian,sum,sig_kol_breadth_contrarian_sum,参与 KOL 数 × 情绪反转,ind_ret_1h,0,15,0.2204,0.001143,-0.029941,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_imbalance_contrarian,wmean,sig_imbalance_contrarian_wmean,情绪方向 × 影响力反转,ind_ret_1h,0,15,0.2196,0.003552,-0.005117,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bull_fade,wmean,sig_bull_fade_wmean,仅明显看多帖反转（拥挤做多）,ind_ret_1h,0,15,0.2136,-4.8e-05,-0.009439,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bear_only,sum,sig_bear_only_sum,仅看空情绪 × Influence,ind_ret_1h,0,15,0.1859,0.003783,0.017949,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_strong_bull_fade,wmean,sig_strong_bull_fade_wmean,强看多 (s>0.2) 反转,ind_ret_1h,0,15,0.1839,-4.8e-05,-0.009439,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_rank1_contrarian,sum,sig_rank1_contrarian_sum,仅行业 #1 KOL 反转,ind_ret_1h,0,15,0.1806,-0.00091,0.003866,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_contrarian_x_viral,wmean,sig_contrarian_x_viral_wmean,反转 × 互动惊喜度（连续加权）,ind_ret_1h,0,15,0.1505,0.001347,-0.006643,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_contrarian_orig,wmean,sig_contrarian_orig_wmean,仅原创帖（非 RT）反转,ind_ret_1h,0,15,0.1324,0.002878,-0.005352,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_contrarian_top3,wmean,sig_contrarian_top3_wmean,仅Top3 KOL的反转信号（日频 sum）,ind_ret_1h,0,15,0.1316,-0.000492,0.003866,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_viral_contrarian,wmean,sig_viral_contrarian_wmean,高互动惊喜帖才做情绪反转,ind_ret_1h,0,15,0.1206,0.003253,0.004082,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_contrarian_views,wmean,sig_contrarian_views_wmean,反转 × log(views),ind_ret_1h,0,15,0.1153,0.000441,-0.005352,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_contrarian,wmean,sig_contrarian_wmean,−Sentiment × Influence（反转）,ind_ret_1h,0,15,0.1136,-0.000492,-0.006643,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_extreme_contrarian,wmean,sig_extreme_contrarian_wmean,仅极端情绪帖（|s|≥0.2）反转,ind_ret_1h,0,15,0.1104,-0.001117,-0.019013,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_nlp_minus_lex,wmean,sig_nlp_minus_lex_wmean,NLP 与词典差 × 反转,ind_ret_1h,0,15,0.1098,-0.000492,-0.006643,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_rank1_momentum,wmean,sig_rank1_momentum_wmean,仅行业 #1 KOL 跟随,ind_ret_1h,0,15,0.0751,0.000812,-0.003866,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bear_only,wmean,sig_bear_only_wmean,仅看空情绪 × Influence,ind_ret_1h,0,15,0.0186,0.002563,0.017949,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bear_crowd,sum,sig_bear_crowd_sum,看空帖占比 × 情绪反转（恐慌反弹）,ind_ret_1h,0,15,0.006,-0.001382,-0.014778,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_attention,wmean,sig_attention_wmean,Influence × sign(Sentiment),ind_ret_1h,0,15,0.004,-0.001605,-0.003689,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_surprise_contrarian,wmean,sig_surprise_contrarian_wmean,相对该 KOL 历史情绪的意外 × 反转,ind_ret_1h,0,15,-0.0068,0.000734,-0.008086,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bear_bounce,wmean,sig_bear_bounce_wmean,仅明显看空帖反转（恐慌反弹）,ind_ret_1h,0,15,-0.0071,-0.001364,-0.010045,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bear_x_eng,wmean,sig_bear_x_eng_wmean,看空帖 × 互动惊喜 × 反转,ind_ret_1h,0,15,-0.0118,-0.002985,-0.008245,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_attention_raw,wmean,sig_attention_raw_wmean,纯 Influence（无情绪）,ind_ret_1h,0,15,-0.015,0.005047,0.005117,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_rt_contrarian,wmean,sig_rt_contrarian_wmean,仅转发帖反转,ind_ret_1h,0,15,-0.0415,-0.000798,-0.010103,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_dual_confirm_contra,wmean,sig_dual_confirm_contra_wmean,看空 + 高互动双重确认反转,ind_ret_1h,0,15,-0.0522,-0.000663,-0.006928,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_rt_contrarian,sum,sig_rt_contrarian_sum,仅转发帖反转,ind_ret_1h,0,15,-0.0608,-0.000798,-0.010103,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_strong_bear_only,wmean,sig_strong_bear_only_wmean,强看空 (s<-0.2) 反转,ind_ret_1h,0,15,-0.0656,-0.006625,-0.020377,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_rank1_contrarian,wmean,sig_rank1_contrarian_wmean,仅行业 #1 KOL 反转,ind_ret_1h,0,15,-0.0751,-0.000812,0.003866,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_rank_weighted,wmean,sig_rank_weighted_wmean,Sentiment × Influence × Top排名权重,ind_ret_1h,0,15,-0.0874,0.001561,0.006643,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_engagement,wmean,sig_engagement_wmean,情绪 × 相对自身互动惊喜度,ind_ret_1h,0,15,-0.0911,0.000137,0.003552,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_baseline,wmean,sig_baseline_wmean,Sentiment × Influence（原版）,ind_ret_1h,0,15,-0.1136,0.000492,0.006643,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_momentum,wmean,sig_momentum_wmean,跟随情绪 × 影响力（非反转）,ind_ret_1h,0,15,-0.1136,0.000492,0.006643,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_views_weighted,wmean,sig_views_weighted_wmean,情绪 × log(views),ind_ret_1h,0,15,-0.1153,-0.000441,0.005352,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bear_bounce,sum,sig_bear_bounce_sum,仅明显看空帖反转（恐慌反弹）,ind_ret_1h,0,15,-0.1228,-0.003334,-0.010045,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bull_x_eng,wmean,sig_bull_x_eng_wmean,看多帖 × 互动惊喜（对照）,ind_ret_1h,0,15,-0.1296,0.000137,0.014439,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_top_rank_only,wmean,sig_top_rank_only_wmean,仅行业排名前3 KOL,ind_ret_1h,0,15,-0.1316,0.000492,-0.003866,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_original_post,wmean,sig_original_post_wmean,非转发帖 × Sentiment × Influence,ind_ret_1h,0,15,-0.1324,-0.002878,0.005352,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bear_x_eng,sum,sig_bear_x_eng_sum,看空帖 × 互动惊喜 × 反转,ind_ret_1h,0,15,-0.1586,-0.002985,-0.008245,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bull_only,wmean,sig_bull_only_wmean,仅看多情绪 × Influence,ind_ret_1h,0,15,-0.1714,0.000492,0.006917,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_rank1_momentum,sum,sig_rank1_momentum_sum,仅行业 #1 KOL 跟随,ind_ret_1h,0,15,-0.1806,0.00091,-0.003866,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_dual_confirm_contra,sum,sig_dual_confirm_contra_sum,看空 + 高互动双重确认反转,ind_ret_1h,0,15,-0.2014,-0.000663,-0.006928,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_strong_bear_only,sum,sig_strong_bear_only_sum,强看空 (s<-0.2) 反转,ind_ret_1h,0,15,-0.2261,-0.006625,-0.020377,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_disagreement,sum,sig_disagreement_sum,sig_disagreement,ind_ret_1h,0,15,-0.2767,-0.002655,-0.007169,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_sentiment_x_likes,wmean,sig_sentiment_x_likes_wmean,Sentiment × log(1+likes),ind_ret_1h,0,15,-0.2796,0.000137,0.003552,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_attention_raw,sum,sig_attention_raw_sum,纯 Influence（无情绪）,ind_ret_1h,0,15,-0.3754,-0.00311,0.005117,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_attention,sum,sig_attention_sum,Influence × sign(Sentiment),ind_ret_1h,0,15,-0.3774,-0.003824,-0.003689,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_momentum_daily,sum,sig_momentum_daily_sum,跟随行业情绪动量（非反转）,ind_ret_1h,0,15,-0.3812,0.00091,0.029941,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_views_weighted,sum,sig_views_weighted_sum,情绪 × log(views),ind_ret_1h,0,15,-0.3947,0.001014,0.034325,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_engagement,sum,sig_engagement_sum,情绪 × 相对自身互动惊喜度,ind_ret_1h,0,15,-0.3995,0.002913,0.026851,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bull_x_eng,sum,sig_bull_x_eng_sum,看多帖 × 互动惊喜（对照）,ind_ret_1h,0,15,-0.4146,0.001014,0.014439,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_sentiment_x_likes,sum,sig_sentiment_x_likes_sum,Sentiment × log(1+likes),ind_ret_1h,0,15,-0.426,0.001014,0.003552,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_rank_weighted,sum,sig_rank_weighted_sum,Sentiment × Influence × Top排名权重,ind_ret_1h,0,15,-0.4304,0.00091,0.006643,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bull_crowd,sum,sig_bull_crowd_sum,看多帖占比 × 情绪（拥挤做多，对照）,ind_ret_1h,0,15,-0.4306,-0.000784,0.016492,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_momentum,sum,sig_momentum_sum,跟随情绪 × 影响力（非反转）,ind_ret_1h,0,15,-0.4308,0.00091,0.006643,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_baseline,sum,sig_baseline_sum,Sentiment × Influence（原版）,ind_ret_1h,0,15,-0.4308,0.00091,0.006643,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_original_post,sum,sig_original_post_sum,非转发帖 × Sentiment × Influence,ind_ret_1h,0,15,-0.4344,-0.001865,0.005352,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bull_only,sum,sig_bull_only_sum,仅看多情绪 × Influence,ind_ret_1h,0,15,-0.4439,0.00091,0.006917,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_top_rank_only,sum,sig_top_rank_only_sum,仅行业排名前3 KOL,ind_ret_1h,0,15,-0.4496,0.00091,-0.003866,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_bear_crowd_strict,sum,sig_bear_crowd_strict_sum,严格恐慌：bear_ratio>0.5 才 bear_crowd,ind_ret_1h,0,15,-0.4556,-0.001356,-0.015249,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_net_crowd_contrarian,sum,sig_net_crowd_contrarian_sum,(看空占比−看多占比) × 情绪反转,ind_ret_1h,0,15,-0.4855,-0.00518,0.00228,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_sentiment_delta,sum,sig_sentiment_delta_sum,情绪相对5日均值突变 × 当日影响力,ind_ret_1h,0,15,-0.5399,-0.005003,-0.022977,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_nlp_lex_disagree,sum,sig_nlp_lex_disagree_sum,NLP 与词典情绪不一致时反转,ind_ret_1h,0,15,,,,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_nlp_lex_disagree,wmean,sig_nlp_lex_disagree_wmean,NLP 与词典情绪不一致时反转,ind_ret_1h,0,15,,,,ai_tools,AI 工具 / Agent,all,1h,1小时,631
sig_attention_raw,sum,sig_attention_raw_sum,纯 Influence（无情绪）,ind_ret_1h,0,2,,,,consumer_tech,消费科技,all,1h,1小时,631
sig_attention_raw,wmean,sig_attention_raw_wmean,纯 Influence（无情绪）,ind_ret_1h,0,2,,,,consumer_tech,消费科技,all,1h,1小时,631
sig_attention,sum,sig_attention_sum,Influence × sign(Sentiment),ind_ret_1h,0,2,,,,consumer_tech,消费科技,all,1h,1小时,631
sig_attention,wmean,sig_attention_wmean,Influence × sign(Sentiment),ind_ret_1h,0,2,,,,consumer_tech,消费科技,all,1h,1小时,631
sig_baseline,sum,sig_baseline_sum,Sentiment × Influence（原版）,ind_ret_1h,0,2,,,,consumer_tech,消费科技,all,1h,1小时,631
sig_baseline,wmean,sig_baseline_wmean,Sentiment × Influence（原版）,ind_ret_1h,0,2,,,,consumer_tech,消费科技,all,1h,1小时,631
sig_bear_bounce,sum,sig_bear_bounce_sum,仅明显看空帖反转（恐慌反弹）,ind_ret_1h,0,2,,,,consumer_tech,消费科技,all,1h,1小时,631
sig_bear_bounce,wmean,sig_bear_bounce_wmean,仅明显看空帖反转（恐慌反弹）,ind_ret_1h,0,2,,,,consumer_tech,消费科技,all,1h,1小时,631
sig_bear_crowd_strict,sum,sig_bear_crowd_strict_sum,严格恐慌：bear_ratio>0.5 才 bear_crowd,ind_ret_1h,0,2,,,,consumer_tech,消费科技,all,1h,1小时,631
sig_bear_crowd,sum,sig_bear_crowd_sum,看空帖占比 × 情绪反转（恐慌反弹）,ind_ret_1h,0,2,,,,consumer_tech,消费科技,all,1h,1小时,631
sig_bear_only,sum,sig_bear_only_sum,仅看空情绪 × Influence,ind_ret_1h,0,2,,,,consumer_tech,消费科技,all,1h,1小时,631
sig_bear_only,wmean,sig_bear_only_wmean,仅看空情绪 × Influence,ind_ret_1h,0,2,,,,consumer_tech,消费科技,all,1h,1小时,631
sig_bear_x_eng,sum,sig_bear_x_eng_sum,看空帖 × 互动惊喜 × 反转,ind_ret_1h,0,2,,,,consumer_tech,消费科技,all,1h,1小时,631
